isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
1	MSTRG.63894	MSTRG.63894.2	g22881	g22881.t2	antisense	intergenic	1301	divergent	upstream
0	MSTRG.63894	MSTRG.63894.2	g22881	g22881.t1	antisense	intergenic	3812	divergent	upstream
1	MSTRG.22348	MSTRG.22348.1	g8260	g8260.t1	sense	intergenic	1092	same_strand	downstream
1	MSTRG.27359	MSTRG.27359.5	g10128	g10128.t1	sense	genic	0	containing	intronic
0	MSTRG.27359	MSTRG.27359.5	g10127	g10127.t1	sense	intergenic	5801	same_strand	downstream
1	MSTRG.45072	MSTRG.45072.1	g16313	g16313.t1	antisense	genic	0	nested	exonic
0	MSTRG.45072	MSTRG.45072.1	g16312	g16312.t1	antisense	intergenic	7341	convergent	downstream
0	MSTRG.45072	MSTRG.45072.1	g16314	g16314.t1	antisense	intergenic	7036	divergent	upstream
0	MSTRG.45072	MSTRG.45072.1	g16311	g16311.t1	antisense	intergenic	7341	convergent	downstream
1	MSTRG.46486	MSTRG.46486.21	g16829	g16829.t1	antisense	intergenic	204	convergent	downstream
0	MSTRG.46486	MSTRG.46486.21	g16828	g16828.t1	antisense	intergenic	6604	convergent	downstream
0	MSTRG.46486	MSTRG.46486.21	g16830	g16830.t1	antisense	intergenic	1194	divergent	upstream
0	MSTRG.46486	MSTRG.46486.21	g16827	g16827.t1	antisense	intergenic	8316	convergent	downstream
0	MSTRG.46486	MSTRG.46486.21	g16826	g16826.t1	antisense	intergenic	9396	convergent	downstream
0	MSTRG.46486	MSTRG.46486.21	g16829	g16829.t2	antisense	intergenic	204	convergent	downstream
1	MSTRG.3820	MSTRG.3820.1	g1403	g1403.t1	sense	intergenic	4550	same_strand	downstream
1	MSTRG.60972	MSTRG.60972.1	g21828	g21828.t1	antisense	genic	0	containing	intronic
1	MSTRG.12046	MSTRG.12046.1	g4238	g4238.t1	antisense	genic	0	nested	intronic
0	MSTRG.12046	MSTRG.12046.1	g4239	g4239.t1	sense	intergenic	8783	same_strand	downstream
1	MSTRG.60967	MSTRG.60967.1	g21830	g21830.t2	antisense	intergenic	11955	divergent	upstream
0	MSTRG.60967	MSTRG.60967.1	g21830	g21830.t1	antisense	intergenic	16843	divergent	upstream
1	MSTRG.6791	MSTRG.6791.1	g2417	g2417.t1	sense	genic	0	nested	intronic
0	MSTRG.6791	MSTRG.6791.1	g2415	g2415.t1	sense	intergenic	4830	same_strand	downstream
0	MSTRG.6791	MSTRG.6791.1	g2418	g2418.t1	sense	intergenic	4389	same_strand	upstream
0	MSTRG.6791	MSTRG.6791.1	g2416	g2416.t1	sense	intergenic	2462	same_strand	downstream
0	MSTRG.6791	MSTRG.6791.1	g2414	g2414.t1	antisense	intergenic	9836	divergent	upstream
1	MSTRG.43390	MSTRG.43390.1	g15595	g15595.t1	antisense	intergenic	46327	convergent	downstream
1	MSTRG.38875	MSTRG.38875.1	g14113	g14113.t1	antisense	intergenic	16906	convergent	downstream
0	MSTRG.38875	MSTRG.38875.1	g14112	g14112.t1	sense	intergenic	19225	same_strand	downstream
1	MSTRG.46882	MSTRG.46882.2	g17003	g17003.t1	sense	intergenic	11569	same_strand	upstream
0	MSTRG.46882	MSTRG.46882.2	g17004	g17004.t1	sense	intergenic	18049	same_strand	upstream
1	MSTRG.22112	MSTRG.22112.1	g8184	g8184.t1	antisense	intergenic	8073	convergent	downstream
1	MSTRG.28790	MSTRG.28790.3	g10679	g10679.t1	antisense	intergenic	17938	divergent	upstream
1	MSTRG.53986	MSTRG.53986.2	g19439	g19439.t1	sense	intergenic	3811	same_strand	upstream
0	MSTRG.53986	MSTRG.53986.2	g19438	g19438.t1	antisense	intergenic	6659	convergent	downstream
0	MSTRG.53986	MSTRG.53986.2	g19440	g19440.t1	antisense	intergenic	5954	divergent	upstream
1	MSTRG.28205	MSTRG.28205.2	g10462	g10462.t2	antisense	intergenic	270	convergent	downstream
0	MSTRG.28205	MSTRG.28205.2	g10462	g10462.t1	antisense	intergenic	270	convergent	downstream
0	MSTRG.28205	MSTRG.28205.2	g10463	g10463.t2	antisense	intergenic	2467	convergent	downstream
0	MSTRG.28205	MSTRG.28205.2	g10463	g10463.t1	antisense	intergenic	2467	convergent	downstream
1	MSTRG.64580	MSTRG.64580.1	g23106	g23106.t2	antisense	genic	0	overlapping	exonic
0	MSTRG.64580	MSTRG.64580.1	g23107	g23107.t1	antisense	intergenic	21	convergent	downstream
0	MSTRG.64580	MSTRG.64580.1	g23108	g23108.t1	antisense	intergenic	5505	convergent	downstream
0	MSTRG.64580	MSTRG.64580.1	g23106	g23106.t1	antisense	genic	0	overlapping	exonic
1	MSTRG.47926	MSTRG.47926.2	g17408	g17408.t1	antisense	intergenic	38352	convergent	downstream
1	MSTRG.35247	MSTRG.35247.1	g12939	g12939.t1	antisense	intergenic	1692	convergent	downstream
1	MSTRG.35104	MSTRG.35104.4	g12870	g12870.t2	antisense	genic	0	nested	intronic
0	MSTRG.35104	MSTRG.35104.4	g12871	g12871.t1	sense	intergenic	3931	same_strand	downstream
0	MSTRG.35104	MSTRG.35104.4	g12871	g12871.t2	sense	intergenic	3931	same_strand	downstream
0	MSTRG.35104	MSTRG.35104.4	g12870	g12870.t1	antisense	genic	0	nested	intronic
1	MSTRG.46309	MSTRG.46309.3	g16771	g16771.t1	antisense	intergenic	2028	convergent	downstream
0	MSTRG.46309	MSTRG.46309.3	g16770	g16770.t1	antisense	intergenic	2702	convergent	downstream
1	MSTRG.61316	MSTRG.61316.1	g21963	g21963.t1	antisense	genic	0	nested	exonic
1	MSTRG.15000	MSTRG.15000.1	g5712	g5712.t2	antisense	genic	0	containing	intronic
0	MSTRG.15000	MSTRG.15000.1	g5711	g5711.t1	antisense	intergenic	8467	divergent	upstream
0	MSTRG.15000	MSTRG.15000.1	g5712	g5712.t1	antisense	genic	0	containing	intronic
1	MSTRG.2048	MSTRG.2048.1	g725	g725.t2	sense	genic	0	nested	intronic
0	MSTRG.2048	MSTRG.2048.1	g729	g729.t1	antisense	intergenic	8764	convergent	downstream
1	MSTRG.51681	MSTRG.51681.28	g18653	g18653.t1	sense	genic	0	overlapping	intronic
0	MSTRG.51681	MSTRG.51681.28	g18652	g18652.t1	sense	intergenic	4535	same_strand	downstream
0	MSTRG.51681	MSTRG.51681.28	g18654	g18654.t2	sense	intergenic	9830	same_strand	upstream
1	MSTRG.51240	MSTRG.51240.4	g18541	g18541.t1	antisense	intergenic	9167	divergent	upstream
1	MSTRG.28907	MSTRG.28907.1	g10729	g10729.t1	sense	intergenic	19352	same_strand	upstream
1	MSTRG.58432	MSTRG.58432.1	g20909	g20909.t1	sense	intergenic	2045	same_strand	upstream
0	MSTRG.58432	MSTRG.58432.1	g20908	g20908.t1	sense	intergenic	8087	same_strand	downstream
1	MSTRG.7496	MSTRG.7496.1	g2661	g2661.t3	sense	intergenic	6505	same_strand	upstream
0	MSTRG.7496	MSTRG.7496.1	g2661	g2661.t1	sense	intergenic	9757	same_strand	upstream
1	MSTRG.23362	MSTRG.23362.1	g8643	g8643.t1	sense	intergenic	2758	same_strand	downstream
0	MSTRG.23362	MSTRG.23362.1	g8644	g8644.t1	sense	intergenic	3953	same_strand	upstream
1	MSTRG.46486	MSTRG.46486.19	g16829	g16829.t1	antisense	intergenic	195	convergent	downstream
0	MSTRG.46486	MSTRG.46486.19	g16828	g16828.t1	antisense	intergenic	6595	convergent	downstream
0	MSTRG.46486	MSTRG.46486.19	g16830	g16830.t1	antisense	intergenic	1194	divergent	upstream
0	MSTRG.46486	MSTRG.46486.19	g16827	g16827.t1	antisense	intergenic	8307	convergent	downstream
0	MSTRG.46486	MSTRG.46486.19	g16826	g16826.t1	antisense	intergenic	9387	convergent	downstream
0	MSTRG.46486	MSTRG.46486.19	g16829	g16829.t2	antisense	intergenic	195	convergent	downstream
1	MSTRG.21073	MSTRG.21073.1	g7941	g7941.t1	sense	intergenic	28340	same_strand	upstream
0	MSTRG.21073	MSTRG.21073.1	g7940	g7940.t1	sense	intergenic	29745	same_strand	downstream
1	MSTRG.26196	MSTRG.26196.1	g9739	g9739.t1	antisense	intergenic	922	convergent	downstream
0	MSTRG.26196	MSTRG.26196.1	g9741	g9741.t1	sense	intergenic	6448	same_strand	upstream
0	MSTRG.26196	MSTRG.26196.1	g9738	g9738.t1	sense	intergenic	943	same_strand	downstream
0	MSTRG.26196	MSTRG.26196.1	g9740	g9740.t1	antisense	intergenic	3550	convergent	downstream
1	MSTRG.19313	MSTRG.19313.3	g7410	g7410.t1	sense	intergenic	25795	same_strand	downstream
0	MSTRG.19313	MSTRG.19313.3	g7410	g7410.t2	sense	intergenic	25795	same_strand	downstream
1	MSTRG.61203	MSTRG.61203.4	g21915	g21915.t1	sense	intergenic	10089	same_strand	downstream
0	MSTRG.61203	MSTRG.61203.4	g21916	g21916.t1	sense	intergenic	15014	same_strand	upstream
0	MSTRG.61203	MSTRG.61203.4	g21914	g21914.t1	antisense	intergenic	19757	divergent	upstream
1	MSTRG.2219	MSTRG.2219.2	g791	g791.t1	sense	intergenic	16272	same_strand	downstream
1	MSTRG.9638	MSTRG.9638.1	g3399	g3399.t1	sense	intergenic	49553	same_strand	downstream
0	MSTRG.9638	MSTRG.9638.1	g3399	g3399.t3	sense	intergenic	49553	same_strand	downstream
0	MSTRG.9638	MSTRG.9638.1	g3399	g3399.t2	sense	intergenic	49553	same_strand	downstream
1	MSTRG.10083	MSTRG.10083.1	g3506	g3506.t1	antisense	intergenic	13067	divergent	upstream
1	MSTRG.32610	MSTRG.32610.1	g11991	g11991.t1	antisense	intergenic	7358	convergent	downstream
0	MSTRG.32610	MSTRG.32610.1	g11991	g11991.t2	antisense	intergenic	7358	convergent	downstream
1	MSTRG.63979	MSTRG.63979.38	g22907	g22907.t1	antisense	intergenic	48	divergent	upstream
0	MSTRG.63979	MSTRG.63979.38	g22910	g22910.t2	antisense	intergenic	9059	convergent	downstream
0	MSTRG.63979	MSTRG.63979.38	g22910	g22910.t1	antisense	intergenic	9059	convergent	downstream
0	MSTRG.63979	MSTRG.63979.38	g22909	g22909.t1	antisense	intergenic	5759	convergent	downstream
0	MSTRG.63979	MSTRG.63979.38	g22908	g22908.t1	sense	intergenic	3285	same_strand	upstream
1	MSTRG.54163	MSTRG.54163.1	g19537	g19537.t2	sense	genic	0	nested	intronic
0	MSTRG.54163	MSTRG.54163.1	g19537	g19537.t3	sense	intergenic	1187	same_strand	downstream
1	MSTRG.26126	MSTRG.26126.1	g9720	g9720.t1	sense	genic	0	containing	intronic
1	MSTRG.41074	MSTRG.41074.1	g14913	g14913.t1	antisense	intergenic	11297	divergent	upstream
1	MSTRG.13939	MSTRG.13939.1	g5166	g5166.t1	antisense	intergenic	1594	divergent	upstream
0	MSTRG.13939	MSTRG.13939.1	g5167	g5167.t1	sense	intergenic	7738	same_strand	upstream
0	MSTRG.13939	MSTRG.13939.1	g5167	g5167.t2	sense	intergenic	7726	same_strand	upstream
1	MSTRG.47259	MSTRG.47259.1	g17128	g17128.t1	sense	intergenic	10533	same_strand	downstream
0	MSTRG.47259	MSTRG.47259.1	g17128	g17128.t2	sense	intergenic	10533	same_strand	downstream
1	MSTRG.47639	MSTRG.47639.1	g17309	g17309.t1	antisense	intergenic	13090	divergent	upstream
1	MSTRG.30024	MSTRG.30024.1	g11117	g11117.t1	sense	intergenic	2638	same_strand	downstream
1	MSTRG.5189	MSTRG.5189.1	g1892	g1892.t1	antisense	intergenic	151	convergent	downstream
0	MSTRG.5189	MSTRG.5189.1	g1893	g1893.t1	antisense	intergenic	6223	convergent	downstream
0	MSTRG.5189	MSTRG.5189.1	g1889	g1889.t1	sense	intergenic	7648	same_strand	downstream
0	MSTRG.5189	MSTRG.5189.1	g1890	g1890.t2	sense	intergenic	3465	same_strand	downstream
0	MSTRG.5189	MSTRG.5189.1	g1891	g1891.t1	antisense	intergenic	1144	divergent	upstream
0	MSTRG.5189	MSTRG.5189.1	g1890	g1890.t1	sense	intergenic	3465	same_strand	downstream
0	MSTRG.5189	MSTRG.5189.1	g1891	g1891.t2	antisense	intergenic	1144	divergent	upstream
1	MSTRG.34531	MSTRG.34531.1	g12671	g12671.t2	antisense	intergenic	7792	convergent	downstream
0	MSTRG.34531	MSTRG.34531.1	g12671	g12671.t1	antisense	intergenic	7792	convergent	downstream
0	MSTRG.34531	MSTRG.34531.1	g12672	g12672.t1	antisense	intergenic	7792	convergent	downstream
1	MSTRG.32328	MSTRG.32328.2	g11858	g11858.t1	antisense	genic	0	nested	intronic
0	MSTRG.32328	MSTRG.32328.2	g11858	g11858.t4	antisense	genic	0	overlapping	intronic
0	MSTRG.32328	MSTRG.32328.2	g11858	g11858.t2	antisense	intergenic	874	divergent	upstream
0	MSTRG.32328	MSTRG.32328.2	g11858	g11858.t3	antisense	genic	0	nested	intronic
1	MSTRG.9902	MSTRG.9902.3	g3460	g3460.t1	sense	intergenic	64041	same_strand	upstream
1	MSTRG.10989	MSTRG.10989.2	g3827	g3827.t1	antisense	intergenic	611	convergent	downstream
0	MSTRG.10989	MSTRG.10989.2	g3827	g3827.t2	antisense	intergenic	611	convergent	downstream
0	MSTRG.10989	MSTRG.10989.2	g3828	g3828.t1	antisense	intergenic	7172	convergent	downstream
0	MSTRG.10989	MSTRG.10989.2	g3828	g3828.t2	antisense	intergenic	7172	convergent	downstream
1	MSTRG.36546	MSTRG.36546.1	g13340	g13340.t1	antisense	intergenic	11091	divergent	upstream
0	MSTRG.36546	MSTRG.36546.1	g13341	g13341.t1	antisense	intergenic	11929	divergent	upstream
0	MSTRG.36546	MSTRG.36546.1	g13342	g13342.t1	antisense	intergenic	12776	divergent	upstream
1	MSTRG.17249	MSTRG.17249.1	g6613	g6613.t1	sense	intergenic	15013	same_strand	upstream
1	MSTRG.57295	MSTRG.57295.1	g20514	g20514.t1	sense	genic	0	nested	intronic
0	MSTRG.57295	MSTRG.57295.1	g20514	g20514.t2	sense	genic	0	nested	intronic
1	MSTRG.14241	MSTRG.14241.3	g5358	g5358.t1	antisense	intergenic	851	divergent	upstream
0	MSTRG.14241	MSTRG.14241.3	g5360	g5360.t2	sense	intergenic	5608	same_strand	downstream
0	MSTRG.14241	MSTRG.14241.3	g5359	g5359.t1	sense	intergenic	3940	same_strand	downstream
0	MSTRG.14241	MSTRG.14241.3	g5360	g5360.t1	sense	intergenic	5608	same_strand	downstream
1	MSTRG.2792	MSTRG.2792.1	g980	g980.t1	antisense	intergenic	3837	convergent	downstream
1	MSTRG.34185	MSTRG.34185.4	g12512	g12512.t2	sense	intergenic	8764	same_strand	downstream
0	MSTRG.34185	MSTRG.34185.4	g12512	g12512.t1	sense	intergenic	8764	same_strand	downstream
1	MSTRG.53670	MSTRG.53670.1	g19298	g19298.t1	antisense	intergenic	18534	convergent	downstream
1	MSTRG.16456	MSTRG.16456.1	g6257	g6257.t1	antisense	genic	0	nested	intronic
0	MSTRG.16456	MSTRG.16456.1	g6256	g6256.t1	antisense	intergenic	3818	convergent	downstream
1	MSTRG.37111	MSTRG.37111.1	g13516	g13516.t1	sense	intergenic	3152	same_strand	upstream
1	MSTRG.47278	MSTRG.47278.8	g17139	g17139.t1	sense	intergenic	1524	same_strand	upstream
0	MSTRG.47278	MSTRG.47278.8	g17138	g17138.t2	antisense	intergenic	5700	convergent	downstream
0	MSTRG.47278	MSTRG.47278.8	g17138	g17138.t1	antisense	intergenic	5700	convergent	downstream
0	MSTRG.47278	MSTRG.47278.8	g17137	g17137.t1	antisense	intergenic	9134	convergent	downstream
0	MSTRG.47278	MSTRG.47278.8	g17139	g17139.t2	sense	intergenic	1524	same_strand	upstream
1	MSTRG.39188	MSTRG.39188.1	g14230	g14230.t1	antisense	intergenic	3499	divergent	upstream
0	MSTRG.39188	MSTRG.39188.1	g14231	g14231.t1	antisense	intergenic	9868	divergent	upstream
0	MSTRG.39188	MSTRG.39188.1	g14229	g14229.t1	antisense	intergenic	4213	convergent	downstream
1	MSTRG.1176	MSTRG.1176.6	g433	g433.t2	sense	intergenic	8539	same_strand	upstream
0	MSTRG.1176	MSTRG.1176.6	g433	g433.t3	sense	intergenic	8602	same_strand	upstream
1	MSTRG.39360	MSTRG.39360.18	g14290	g14290.t1	sense	intergenic	1515	same_strand	upstream
0	MSTRG.39360	MSTRG.39360.18	g14291	g14291.t1	sense	intergenic	4031	same_strand	downstream
1	MSTRG.68045	MSTRG.68045.1	g24657	g24657.t1	sense	intergenic	1138	same_strand	upstream
1	MSTRG.56786	MSTRG.56786.1	g20387	g20387.t1	antisense	intergenic	30394	divergent	upstream
1	MSTRG.10161	MSTRG.10161.1	g3527	g3527.t1	antisense	genic	0	containing	intronic
1	MSTRG.31975	MSTRG.31975.1	g11752	g11752.t1	antisense	intergenic	11253	convergent	downstream
1	MSTRG.27254	MSTRG.27254.1	g10117	g10117.t1	sense	intergenic	7214	same_strand	upstream
1	MSTRG.62382	MSTRG.62382.1	g22319	g22319.t1	sense	intergenic	12577	same_strand	downstream
1	MSTRG.5491	MSTRG.5491.2	g2005	g2005.t1	sense	intergenic	63074	same_strand	downstream
1	MSTRG.11199	MSTRG.11199.1	g3914	g3914.t1	antisense	intergenic	8608	convergent	downstream
1	MSTRG.43202	MSTRG.43202.1	g15520	g15520.t1	sense	intergenic	24667	same_strand	downstream
1	MSTRG.45425	MSTRG.45425.1	g16453	g16453.t1	antisense	genic	0	nested	intronic
1	MSTRG.10574	MSTRG.10574.1	g3647	g3647.t1	antisense	intergenic	7	convergent	downstream
0	MSTRG.10574	MSTRG.10574.1	g3647	g3647.t2	antisense	intergenic	7	convergent	downstream
1	MSTRG.23229	MSTRG.23229.2	g8576	g8576.t1	antisense	intergenic	3171	convergent	downstream
1	MSTRG.34359	MSTRG.34359.1	g12607	g12607.t1	sense	intergenic	9078	same_strand	upstream
1	MSTRG.43322	MSTRG.43322.1	g15574	g15574.t1	sense	intergenic	799	same_strand	upstream
0	MSTRG.43322	MSTRG.43322.1	g15573	g15573.t1	sense	intergenic	8495	same_strand	downstream
0	MSTRG.43322	MSTRG.43322.1	g15575	g15575.t3	sense	intergenic	6080	same_strand	upstream
0	MSTRG.43322	MSTRG.43322.1	g15573	g15573.t2	sense	intergenic	8495	same_strand	downstream
0	MSTRG.43322	MSTRG.43322.1	g15575	g15575.t1	sense	intergenic	6158	same_strand	upstream
0	MSTRG.43322	MSTRG.43322.1	g15575	g15575.t2	sense	intergenic	5448	same_strand	upstream
1	MSTRG.29320	MSTRG.29320.1	g10893	g10893.t1	antisense	intergenic	28	convergent	downstream
0	MSTRG.29320	MSTRG.29320.1	g10889	g10889.t2	sense	intergenic	6166	same_strand	downstream
0	MSTRG.29320	MSTRG.29320.1	g10889	g10889.t1	sense	intergenic	6166	same_strand	downstream
0	MSTRG.29320	MSTRG.29320.1	g10891	g10891.t1	sense	intergenic	1295	same_strand	downstream
0	MSTRG.29320	MSTRG.29320.1	g10893	g10893.t2	antisense	intergenic	3470	convergent	downstream
0	MSTRG.29320	MSTRG.29320.1	g10892	g10892.t1	antisense	intergenic	28	convergent	downstream
0	MSTRG.29320	MSTRG.29320.1	g10890	g10890.t1	antisense	intergenic	3962	divergent	upstream
0	MSTRG.29320	MSTRG.29320.1	g10890	g10890.t2	antisense	intergenic	3887	divergent	upstream
0	MSTRG.29320	MSTRG.29320.1	g10891	g10891.t2	sense	intergenic	1050	same_strand	downstream
1	MSTRG.18063	MSTRG.18063.1	g6937	g6937.t1	antisense	genic	0	nested	intronic
0	MSTRG.18063	MSTRG.18063.1	g6938	g6938.t1	antisense	intergenic	3164	divergent	upstream
0	MSTRG.18063	MSTRG.18063.1	g6937	g6937.t2	antisense	genic	0	nested	intronic
1	MSTRG.42674	MSTRG.42674.1	g15325	g15325.t1	sense	intergenic	1896	same_strand	downstream
0	MSTRG.42674	MSTRG.42674.1	g15326	g15326.t2	antisense	intergenic	7088	divergent	upstream
0	MSTRG.42674	MSTRG.42674.1	g15326	g15326.t1	antisense	intergenic	7202	divergent	upstream
1	MSTRG.14489	MSTRG.14489.1	g5472	g5472.t1	sense	intergenic	22391	same_strand	upstream
1	MSTRG.12965	MSTRG.12965.1	g4700	g4700.t1	sense	intergenic	22392	same_strand	upstream
0	MSTRG.12965	MSTRG.12965.1	g4701	g4701.t1	sense	intergenic	25363	same_strand	downstream
1	MSTRG.22890	MSTRG.22890.1	g8435	g8435.t1	antisense	intergenic	203	convergent	downstream
0	MSTRG.22890	MSTRG.22890.1	g8435	g8435.t2	antisense	intergenic	203	convergent	downstream
1	MSTRG.5424	MSTRG.5424.1	g1979	g1979.t1	antisense	genic	0	nested	intronic
0	MSTRG.5424	MSTRG.5424.1	g1978	g1978.t3	sense	intergenic	9790	same_strand	downstream
1	MSTRG.60949	MSTRG.60949.1	g21823	g21823.t1	antisense	intergenic	1537	divergent	upstream
1	MSTRG.65991	MSTRG.65991.1	g23742	g23742.t3	antisense	genic	0	nested	exonic
0	MSTRG.65991	MSTRG.65991.1	g23742	g23742.t1	antisense	genic	0	nested	intronic
0	MSTRG.65991	MSTRG.65991.1	g23742	g23742.t2	antisense	genic	0	nested	intronic
1	MSTRG.34072	MSTRG.34072.2	g12488	g12488.t2	sense	intergenic	42891	same_strand	upstream
0	MSTRG.34072	MSTRG.34072.2	g12488	g12488.t1	sense	intergenic	43407	same_strand	upstream
1	MSTRG.52317	MSTRG.52317.1	g18843	g18843.t1	antisense	intergenic	1748	divergent	upstream
0	MSTRG.52317	MSTRG.52317.1	g18842	g18842.t2	sense	intergenic	2020	same_strand	upstream
0	MSTRG.52317	MSTRG.52317.1	g18842	g18842.t1	sense	intergenic	2020	same_strand	upstream
0	MSTRG.52317	MSTRG.52317.1	g18844	g18844.t1	sense	intergenic	6763	same_strand	downstream
1	MSTRG.11199	MSTRG.11199.3	g3914	g3914.t1	antisense	intergenic	4380	convergent	downstream
1	MSTRG.22348	MSTRG.22348.2	g8260	g8260.t1	sense	intergenic	1093	same_strand	downstream
1	MSTRG.66658	MSTRG.66658.1	g24039	g24039.t2	sense	intergenic	9414	same_strand	upstream
1	MSTRG.59270	MSTRG.59270.1	g21206	g21206.t1	antisense	intergenic	4034	convergent	downstream
0	MSTRG.59270	MSTRG.59270.1	g21207	g21207.t1	antisense	intergenic	9486	convergent	downstream
1	MSTRG.29076	MSTRG.29076.1	g10793	g10793.t1	sense	intergenic	9722	same_strand	upstream
0	MSTRG.29076	MSTRG.29076.1	g10791	g10791.t1	antisense	intergenic	9962	divergent	upstream
0	MSTRG.29076	MSTRG.29076.1	g10791	g10791.t2	antisense	intergenic	9962	divergent	upstream
1	MSTRG.66540	MSTRG.66540.1	g23982	g23982.t1	antisense	intergenic	1931	divergent	upstream
0	MSTRG.66540	MSTRG.66540.1	g23984	g23984.t1	antisense	intergenic	9555	divergent	upstream
0	MSTRG.66540	MSTRG.66540.1	g23983	g23983.t1	sense	intergenic	5578	same_strand	downstream
1	MSTRG.34924	MSTRG.34924.1	g12795	g12795.t1	antisense	genic	0	nested	intronic
0	MSTRG.34924	MSTRG.34924.1	g12794	g12794.t1	sense	intergenic	3744	same_strand	upstream
1	MSTRG.53160	MSTRG.53160.1	g19121	g19121.t1	antisense	intergenic	3810	convergent	downstream
1	MSTRG.66287	MSTRG.66287.2	g23874	g23874.t1	antisense	intergenic	1171	divergent	upstream
0	MSTRG.66287	MSTRG.66287.2	g23875	g23875.t1	sense	intergenic	7356	same_strand	upstream
0	MSTRG.66287	MSTRG.66287.2	g23875	g23875.t2	sense	intergenic	8117	same_strand	upstream
1	MSTRG.1753	MSTRG.1753.1	g642	g642.t1	antisense	intergenic	1	convergent	downstream
0	MSTRG.1753	MSTRG.1753.1	g640	g640.t1	sense	intergenic	7261	same_strand	downstream
0	MSTRG.1753	MSTRG.1753.1	g640	g640.t2	sense	intergenic	7616	same_strand	downstream
0	MSTRG.1753	MSTRG.1753.1	g641	g641.t1	sense	intergenic	1371	same_strand	downstream
1	MSTRG.33623	MSTRG.33623.1	g12401	g12401.t1	antisense	intergenic	1503	divergent	upstream
1	MSTRG.58430	MSTRG.58430.2	g20908	g20908.t1	antisense	intergenic	4971	convergent	downstream
0	MSTRG.58430	MSTRG.58430.2	g20909	g20909.t1	antisense	intergenic	6595	divergent	upstream
1	MSTRG.2155	MSTRG.2155.1	g772	g772.t1	sense	intergenic	14727	same_strand	downstream
1	MSTRG.51545	MSTRG.51545.11	g18627	g18627.t1	sense	genic	0	containing	intronic
0	MSTRG.51545	MSTRG.51545.11	g18628	g18628.t1	sense	intergenic	1867	same_strand	upstream
1	MSTRG.41599	MSTRG.41599.1	g15061	g15061.t1	antisense	intergenic	5243	divergent	upstream
1	MSTRG.10248	MSTRG.10248.1	g3545	g3545.t1	antisense	intergenic	55800	convergent	downstream
1	MSTRG.2192	MSTRG.2192.1	g785	g785.t1	sense	intergenic	1095	same_strand	upstream
0	MSTRG.2192	MSTRG.2192.1	g786	g786.t1	antisense	intergenic	7891	divergent	upstream
0	MSTRG.2192	MSTRG.2192.1	g784	g784.t1	sense	intergenic	9177	same_strand	upstream
1	MSTRG.29831	MSTRG.29831.1	g11051	g11051.t3	antisense	genic	0	nested	intronic
0	MSTRG.29831	MSTRG.29831.1	g11051	g11051.t2	antisense	intergenic	9720	divergent	upstream
1	MSTRG.20932	MSTRG.20932.1	g7898	g7898.t1	antisense	intergenic	4843	divergent	upstream
1	MSTRG.5864	MSTRG.5864.1	g2142	g2142.t1	antisense	genic	0	nested	intronic
0	MSTRG.5864	MSTRG.5864.1	g2141	g2141.t3	sense	intergenic	4864	same_strand	downstream
0	MSTRG.5864	MSTRG.5864.1	g2141	g2141.t1	sense	intergenic	4864	same_strand	downstream
